event_event/id_event,event_event/event,event_event/kategori,event_event/tanggal,event_event/jam,event_event/tempat
4209," The 42nd MarkPlus Goes to Campus ""Entrepreneurial Marketing"" ",Seminar,05  - 05 Peb 2022,10:00 - 11:30,ZOOM & Youtube MarketeersTV
4207, Olimpiade Pendidikan Pancasila dan Kewarganegaraan (OLPEK) ke-VII tingkat Nasional ,Lain-lain,17  - 19 Peb 2022,00:00 - 00:00,Zoom Meeting
4206," WEBINAR SERIES KEYFEST 2022 ""Safe Financially Smooth Career"" ",Seminar,05  - 19 Peb 2022,08:30 - 12:00,Via Zoom Meeting
4205, [𝗕𝗨𝗦𝗜𝗡𝗘𝗦𝗦 𝗧𝗔𝗟𝗞𝗦 : 𝗛𝗢𝗪 𝗧𝗢 𝗕𝗨𝗜𝗟𝗗 𝗬𝗢𝗨𝗥 𝗢𝗪𝗡 𝗕𝗨𝗦𝗜𝗡𝗘𝗦𝗦] ,Seminar,04  - 04 Peb 2022,16:00 - 17:30,Zoom Meeting
4204, [SCRIPT 2022 PROUDLY PRESENT] ,Seminar,16 Jan 2022 - 06 Peb 2022,08:00 - 11:00,Online
4201, KANA KALA ,Lain-lain,05  - 05 Peb 2022,08:00 - 15:00,"Museum Seni Rupa dan Keramik, Jakarta"
4200," COKFEST 2022 WEBINAR NASIONAL ""Self Improvement : Penguatan Kompetensi Diri dalam Menciptakan Goals Realistis dan Rasional"" ",Seminar,13  - 13 Peb 2022,08:30 - 11:00,Via Zoom Meeting
4199, INVESTMENT SUMMIT PROJECT 2022 : INVESTMENT RESEARCH COMPETITION ,Lain-lain,12 Jan 2022 - 19 Peb 2022,08:00 - 17:00,Online
4198," WEBINAR NASIONAL INSPECT 2022 “Pemulihan Ekonomi Pasca Pandemi: Sebagai Upaya Menarik Milenial untuk Berinvestasi"" ",Seminar,26  - 27 Peb 2022,13:00 - 17:00,Online
4196, [ELECTRICAL AND COMPUTER COMPETITION 2022] ,Lain-lain,11 Jan 2022 - 14 Peb 2022,08:00 - 17:00,Online
4192, [DOLC 2022: THE BIGGEST LAW JOB FAIR IN INDONESIA] ,Lain-lain,07  - 19 Peb 2022,08:00 - 17:00,Online
4191, GANESION 2022 ,Seminar,05  - 05 Peb 2022,07:30 - 13:00,Zoom Meeting
4189," MA Teknologi Informasi BERLIAN   ✨ Proudly Presents ✨   ONLINE ENGLISH CONTEST 2022: Start Dreaming, Start Doing ",Lain-lain,15 Jan 2022 - 14 Mar 2022,08:00 - 12:00,Online
4188, Diploma Civil Scientific Competition Proudly Present DISCO 5th ,Lain-lain,15 Jan 2022 - 19 Peb 2022,08:00 - 12:00,Online
4181," WEBINAR GIZI ""Dampak Gadget dan Media Sosial di Era Digital terhadap Pola Makan Masa Kini"" ",Seminar,05  - 05 Peb 2022,13:00 - 15:00,Via Zoom Meeting
4177, 🏆Soegijapranata Accounting Competition 2022🏆 ,Lain-lain,30 Nov 2021 - 05 Mar 2022,08:00 - 12:00,Online
4168, Open Collaboration for Sponsorship ,Bursa Kerja,31 Des 2021 - 28 Peb 2022,08:00 - 17:00,Online
4166, DJOANG FEST ,Expo,05  - 05 Peb 2022,15:00 - 19:30,"Museum Joang 45, Menteng"
4163, ELECTRA ,Lain-lain,29 Jan 2022 - 06 Peb 2022,08:00 - 17:00,Online
4161, SMECOMP 2022 ,Lain-lain,18 Des 2021 - 14 Mar 2022,07:00 - 00:00,Via Zoom Meeting
4155, [GET READY TO CHALLENGE YOURSELF] ,Lain-lain,03 Nov 2021 - 12 Mar 2022,08:00 - 17:00,Online
4126, [OPEN REGISTRATION: YOUNG ENTREPRENEURS SUMMIT] ,Seminar,18 Okt 2021 - 05 Peb 2022,08:00 - 11:00,Online
4106, ✨Accounting Movie Award 2021✨ 🎞NATIONAL SHORT MOVIE COMPETITION 🎞 ,Lain-lain,08 Nov 2021 - 26 Peb 2022,08:00 - 17:00,Online
4015, HERE’S SOMETHING BIG FOR YOU: LIGA RUANGGURU! ✨ ,Lain-lain,01 Okt 2021 - 28 Peb 2022,08:00 - 11:00,Online
3990, [🌱OKTAN ITB 2022🌱] ,Lain-lain,03 Okt 2021 - 19 Peb 2022,08:00 - 11:00,Online
3841, KSBA SQUARE 2021 COMPETITIONS ,Lain-lain,15 Agu 2021 - 01 Jan 1970,00:00 - 00:00,Online
3839, EDUKASI PENCEGAHAN PENYEBARAN COVID 19 ,Lain-lain,01  - 01 Jan 1970,00:00 - 00:00,Online
3371, Webinar Creativepreneur Kewirausahaan Pertanian ,Seminar,24 Okt 2020 - 01 Jan 1970,09:00 - 00:00,Zoom Meeting
4203, HR Competency Regular Class 2022 ,Bursa Kerja,04  - 06 Jan 2022,08:00 - 11:00,Zoom
4202, Simmons University Scholarship Info session ,Lain-lain,03  - 03 Peb 2022,19:00 - 21:00,Zoom
4197," The 41st Marketeers Goes to Campus “Entrepreneurial Marketing"" ",Seminar,29  - 29 Jan 2022,10:00 - 11:30,ZOOM & Youtube MarketeersTV
4195, Inspiring Webinar Muda Berkarya Untuk UMKM Indonesia ,Seminar,26  - 26 Jan 2022,14:00 - 17:00,Zoom
4194, Training Legislative UDINUS 2022 ,Seminar,29  - 30 Jan 2022,07:30 - 13:40,Zoom Meeting
4193," The 40th  Marketeers Goes to Campus “Entrepreneurial Marketing"" ",Seminar,22  - 22 Jan 2022,10:00 - 11:30,ZOOM & Youtube MarketeersTV
4190, [P2M FOSMAKU UPI 2022] ,Lain-lain,18  - 22 Jan 2022,08:00 - 17:00,"Desa Jalatrang, Kecamatan Cilebak"
4187, webinar Pirion Show Vol. 5 ,Seminar,20  - 20 Jan 2022,19:00 - 20:30,Zoom Meeting
4186, TEMAN ANTUSIAS PROUDLY PRESENT🤩A FREE GRANDWEBINAR ABOUT ✨PASSION✨! ,Seminar,22  - 22 Jan 2022,10:00 - 12:00,Zoom Meeting
4185, Beauty Class and Fashion Show with Wardah ,Seminar,29  - 29 Jan 2022,08:30 - 17:00,"Politeknik LP3I Bandung, Jln. Pahlawan No. 59, Bandung"
4183, [UI FASHION WEEK'S SHOW RUNDOWN] ,Lain-lain,15  - 15 Jan 2022,13:00 - 20:00,Neo Soho
4182, 📣 Archivolks Event 📣 ,Lain-lain,18 Okt 2021 - 13 Jan 2022,08:00 - 12:00,Online
4180, [BEM FISIP UNPAS MLBB CHAMPIONSHIP] ,Lain-lain,11  - 23 Jan 2022,08:00 - 12:00,Online
4179, ✨MAIN EVENT ASEAN TRIBUTE CULTURE✨ ,Lain-lain,15  - 15 Jan 2022,13:00 - 16:00,Youtube channel Atribute Culture
4178, AwareSetter.id ,Seminar,14  - 14 Jan 2022,14:00 - 15:30,Zoom Meeting
4175, “Metta Day XXVII” ,Donasi,15  - 23 Jan 2022,08:00 - 23:55,Online
4174, KARANGANYAR THRIFT DAY #1 ,Lain-lain,28  - 31 Jan 2022,10:00 - 21:00,Café New Normal Karanganyar
4173, TOEFL Akbar Online ,Lain-lain,29  - 30 Jan 2022,13:00 - 15:00,Online
4172," The 38th  Marketeers Goes to Campus “Entrepreneurial Marketing"" ",Seminar,08  - 08 Jan 2022,10:00 - 11:30,ZOOM & Youtube MarketeersTV
4170, Webinar INCREASE 3.0 (Innovative and Creation of Psychopreneur in Society) ,Seminar,29  - 29 Jan 2022,12:30 - 15:00,Via Zoom Meeting
4169, ✨Accounting Fair 2022✨ ,Lain-lain,23 Des 2021 - 31 Jan 2022,08:00 - 12:00,Online
4167, Short Movie Competition Online Lampung ,Lain-lain,02  - 26 Jan 2022,12:00 - 12:00,Online
4165, ✨[POSTER-SCIENCE RESEARCH-RIZA AMRI AZIZAH]✨ ,Lain-lain,28  - 31 Des 2021,00:00 - 23:55,Online
4164, FOCUS : Finance On Discuss ,Seminar,28  - 28 Jan 2022,13:00 - 16:30,Via Zoom Meeting
4162," WEBINAR Series 2 KEF22 dengan tema ""Know Your Worth: Pengembangan dan Optimalisasi Pemanfaatan Potensi Diri Selama Pembelajaran Jarak Jauh"" ",Seminar,02  - 02 Jan 2022,09:00 - 11:30,Via Zoom Meeting
4160, [ PWK'21 Proudly Present: Poster Tayuban Perencana 2022 ] ,Lain-lain,19  - 21 Jan 2022,08:00 - 17:00,Zoom
4159, LEOIWID 2022 [Let’s Embrace Our Introvertness World Introvert Day 2022] by Intrvrt.me ,Seminar,01  - 02 Jan 2022,11:00 - 18:00,Via Zoom Meeting
4158, 📣✨𝘕𝘦𝘸 𝘙𝘦𝘴𝘰𝘭𝘶𝘵𝘪𝘰𝘯 𝘉𝘦𝘵𝘵𝘦𝘳 𝘠𝘰𝘶: 𝘗𝘶𝘣𝘭𝘪𝘤 𝘚𝘱𝘦𝘢𝘬𝘪𝘯𝘨 𝘢𝘯𝘥 𝘗𝘦𝘳𝘴𝘰𝘯𝘢𝘭 𝘉𝘳𝘢𝘯𝘥𝘪𝘯𝘨 𝘚𝘦𝘴𝘴𝘪𝘰𝘯✨📣 ,Seminar,05  - 05 Des 2021,14:45 - 17:00,Zoom Cloud Meetings
4157, [CONSTRAIN 2022] ,Lain-lain,07 Des 2021 - 30 Jan 2022,08:00 - 17:00,Online
4156, 𝐊𝐨𝐦𝐩𝐞𝐭𝐢𝐬𝐢 𝐄𝐤𝐨𝐧𝐨𝐦𝐢 𝐅𝐚𝐤𝐮𝐥𝐭𝐚𝐬 𝐄𝐤𝐨𝐧𝐨𝐦𝐢 𝐝𝐚𝐧 𝐁𝐢𝐬𝐧𝐢𝐬 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐚𝐬 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 (𝐊𝐎𝐌𝐏𝐞𝐊 𝐅𝐄𝐁 𝐔𝐈) ,Lain-lain,04 Okt 2021 - 02 Jan 2022,08:00 - 17:00,Online
4154, Webinar Series : SELF IMPROVEMENT ,Seminar,08 Jan 2022 - 19 Peb 2022,15:15 - 16:50,Via Zoom Meeting
4153, LigaRuangguru ,Lain-lain,17 Des 2021 - 16 Jan 2022,08:00 - 17:00,Online
4152, PERISAI ( Pengajian risalah insan beriman) 2022 ,Seminar,09  - 09 Jan 2022,09:00 - 11:30,Zoom
4151, 𝗪𝗢𝗥𝗟𝗗 𝗦𝗜𝗚𝗛𝗧 𝗗𝗔𝗬 𝟮𝟬𝟮𝟭⁣⁣⁣⁣⁣⁣⁣ ,Seminar,26  - 26 Des 2021,08:00 - 13:00,Zoom
4150, HIMMCOMM 13TH ANNIVERSARY  ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ Aging Through Action 💫 Embrace Your Authenticity 💫 ,Pensi,21  - 21 Des 2021,19:00 - 21:00,LOKET.COM
4149," ""The 37th  Marketeers Goes to Campus “Entrepreneurial Marketing"" ",Seminar,18  - 18 Des 2021,10:00 - 11:30,ZOOM & Youtube MarketeersTV
4148, HR Competency Regular Class sudah memasuki Batch 23 loh! ,Bursa Kerja,17 Des 2021 - 15 Jan 2022,08:00 - 21:00,Zoom Meeting
4147," 🧅BERUBAH🧅  ""Bersama Unggulkan Bawang Merah"" ",Seminar,17  - 17 Des 2021,13:30 - 15:00,Zoom Meeting
4146, [SANSIRO PLAY 2021] ,Pensi,18  - 18 Des 2021,13:00 - 15:00,Pakis Yogyakarta (@pakisjogja)
4144," ✨𝐆𝐞𝐧𝐁𝐈 – 𝐔𝐀𝐉 𝐅𝐞𝐬𝐭𝐢𝐯𝐚𝐥 𝟐𝟎𝟐𝟏 (𝐆𝐞𝐧𝐅𝐞𝐬𝐭)✨ ""𝘚𝘵𝘢𝘳𝘵𝘦𝘳 𝘗𝘢𝘤𝘬 𝘵𝘰 𝘣𝘦 𝘢 𝘍𝘳𝘰𝘯𝘵𝘭𝘪𝘯𝘦𝘳 𝘧𝘰𝘳 𝘢 𝘉𝘦𝘵𝘵𝘦𝘳 𝘐𝘯𝘥𝘰𝘯𝘦𝘴𝘪𝘢” ",Seminar,09  - 19 Des 2021,10:30 - 16:00,Zoom Meeting
4143," 🧅𝐁𝐄𝐑𝐔𝐁𝐀𝐇🧅 ""𝐁𝐞𝐫𝐬𝐚𝐦𝐚 𝐔𝐧𝐠𝐠𝐮𝐥𝐤𝐚𝐧 𝐁𝐚𝐰𝐚𝐧𝐠 𝐌𝐞𝐫𝐚𝐡"" ",Seminar,17  - 17 Des 2021,13:30 - 15:00,Zoom Meeting
4142," Seminar;Trainerpreneur ""Rahasia Menghasilkan 1 Milyar Dari Bisnis Training"" ",Seminar,18  - 18 Des 2021,14:00 - 16:00,Via Zoom Meeting
4141," [ KARAWANG EDU FAIR 2021 ]  ""Know Your Limit: Penerimaan Diri dan Pengelolaan Stres dengan Menerapkan Strategi Koping di Masa Pandemi"" ",Seminar,19  - 19 Des 2021,09:00 - 11:30,Via Zoom Meeting
4140, [LEOIWID 2022] ,Seminar,27 Nov 2021 - 02 Jan 2022,09:00 - 12:00,Online
4139," Workshop HR Series ""When Traditional Values Meet Modern Technologies"" ",Seminar,16  - 16 Des 2021,14:00 - 16:00,Via Zoom Meeting
4138," ""𝐓𝐡𝐞 𝐂𝐫𝐞𝐚𝐭𝐢𝐯𝐞 𝐏𝐫𝐨𝐜𝐞𝐬𝐬 𝐨𝐟 𝐓𝐫𝐚𝐧𝐬𝐛𝐨𝐮𝐧𝐝𝐚𝐫𝐲 𝐅𝐚𝐬𝐡𝐢𝐨𝐧"" bersama 𝐉𝐚𝐬𝐨𝐧 𝐏𝐮𝐭𝐫𝐚"" ",Seminar,18  - 18 Des 2021,13:30 - 13:30,Online
4137, BERPRESTASI LEWAT KARYA SENI?🎨 ,Lain-lain,11  - 15 Des 2021,08:00 - 17:00,Online
4136," The 36th  Marketeers Goes to Campus “Entrepreneurial Marketing"" ",Seminar,11  - 11 Des 2021,10:00 - 11:30,ZOOM & Youtube MarketeersTV
4135, 📢✨Toxic Relationship: HOW TOXIC RELATIONSHIPS AFFECT YOUR PRODUCTIVITY✨📢 ,Seminar,07  - 07 Jan 2022,10:00 - 12:00,Zoom Meeting
4134, SEMUSIM 2021 ,Seminar,19  - 19 Des 2021,08:00 - 11:00,Zoom Meeting
4133, ✨IKATAN PENULIS MAHASISWA HUKUM INDONESIA PROUDLY PRESENT: WEB SEMINAR 16HAKTP IPMHI✨ ,Seminar,10  - 10 Des 2021,09:00 - 11:00,Zoom Meeting
4132, COACHELA ,Seminar,11  - 11 Des 2021,13:00 - 15:00,Zoom Meeting
4130, [PLEGACY LEGAL LEXICON: Meaningful Participation dan Inkonstitusionalitas Undang-Undang Cipta Kerja] ,Seminar,10  - 10 Des 2021,13:30 - 15:00,Zoom Meeting
4127," Seminar ""Public Speaking For Personal Branding"" ",Seminar,16  - 16 Des 2021,09:00 - 11:30,Via Zoom Meeting
4125," HRD TALKS ""Tips CV Kamu Dilirik HRD untuk Job Seeker"" ",Seminar,12  - 12 Des 2021,10:00 - 12:00,Zoom Meeting
4124, ✨PENERBITAN POLIMEDIA - KAYA GEMA 3.0✨ ,Lain-lain,09  - 10 Des 2021,09:00 - 17:00,Hall Tower E Politeknik Negeri Media Kreatif
4123," Seminar Nasional Economics Planning for Indonesian Creative 2021 ""Nationwide Fundamental future"" ",Seminar,11  - 11 Des 2021,09:30 - 11:30,Zoom Meeting
4122," [Webinar ""Sustainable Movement: Membangun Bisnis Berkelanjutan dan Gaya Hidup Minimalis""] ",Seminar,10  - 10 Des 2021,09:00 - 11:30,Zoom Meeting
4121, [BIOTECHFAIR 2021🌏] ,Seminar,04  - 04 Des 2021,13:00 - 15:00,Zoom Meeting dan Live Youtube
4120, [HARMONI DIPONEGORO 2021] ,Musik,04  - 04 Des 2021,16:00 - 18:00,UndipTV Official on Youtube
4119, PPM Virtual Talent Fair (PPM VTF) ,Lain-lain,09  - 11 Des 2021,08:00 - 16:00,Kumospace & Zoom
4118," Webinar Public Speaking ""Be A Good Speaker For Better Future"" ",Seminar,18  - 18 Des 2021,16:00 - 18:35,Platform zoom
4117, Widyatama International Innovation & Academic Competitions (Wi-Can) 2021 ,Lain-lain,05  - 16 Des 2021,08:00 - 17:00,Online
4116, Webinar Mental Health : Taking Care of Burnout While Pandemic ,Seminar,11  - 11 Des 2021,08:00 - 11:00,Via Zoom Meeting
4115, MenTalks: “Hustle Culture: Is over productivity good? or is it toxic?” ,Seminar,11  - 11 Des 2021,09:30 - 11:30,Via Zoom Meeting
4114, Webinar Tips and Trick to be Outstanding Student ,Seminar,11  - 11 Des 2021,10:00 - 12:00,Via Zoom Meeting
4113, StudentsxCEOs Jakarta Apprentice Program : LEVELING UP BY MAXIMIZING YOUR COLLEGE PLAN ,Seminar,04  - 04 Des 2021,19:00 - 20:00,@studentsxceosjkt Instagram Live
4112," Webinar Beginner's Finplan""Budgeting for First Timer"" by Oscar Christi ",Seminar,11  - 11 Des 2021,13:00 - 14:30,Zoom Meeting
4111, Performing Arts Festival 2021 ,Lain-lain,18  - 18 Des 2021,13:00 - 15:00,Zoom Meeting
4109," ""Digitalpreneur : Actionable Tips and Smart Way to Grow Your Business"" ",Seminar,11  - 11 Des 2021,13:00 - 15:00,Zoom Meeting
4108, #MercubitionVol3 ,Lain-lain,01  - 04 Des 2021,08:00 - 17:00,Zoom Meeting dan Website
4107, “Pastry class for fun and competition”✨ ,Lain-lain,16 Nov 2021 - 05 Des 2021,08:00 - 12:00,Online
4105, ✨LAST PROJECT 2021: Action to Raise Awareness and Tackle the Climate Crisis✨ ,Lain-lain,02  - 05 Des 2021,08:00 - 17:00,Online
4104, Lomba Karya Tulis Ilmiah Nasional 2021 ✨Tema : “Bisnis dan Ekonomi Indonesia Sebelum dan Sesudah Pandemi Covid-19”✨ ,Lain-lain,01 Okt 2021 - 20 Des 2021,08:00 - 17:00,Online
4103," ✨Webinar Personal Branding ""Your Future Created By You"" ✨ ",Seminar,11  - 11 Des 2021,13:00 - 15:00,Zoom Meeting
4102, ✨FESTIVAL KARYA 2021 ✨ ,Seminar,27  - 28 Nov 2021,08:00 - 11:00,Zoom dan Youtube
4100, HERO FOR INDONESIA 2021 ✨Rise Up Against All Odds✨ ,Musik,27  - 27 Nov 2021,19:00 - 23:00,Youtube
4099, OHANA ,Musik,27  - 27 Nov 2021,19:00 - 21:00,Youtube
4098, [SEMINAR NASIONAL HARI GURU] ,Seminar,28  - 28 Nov 2021,08:30 - 11:00,Zoom Meeting
4097, 𝐀𝐫𝐜𝐡𝐚𝐞𝐨𝐥𝐨𝐠𝐲 𝐔𝐈 '𝟐𝟏 𝐏𝐫𝐨𝐮𝐝𝐥𝐲 𝐏𝐫𝐞𝐬𝐞𝐧𝐭 🪶  𝙎𝙠𝙚𝙢𝙖 𝘼𝙣𝙖𝙜𝙖𝙩𝙖: 𝙈𝙚𝙣𝙜𝙞𝙣𝙜𝙖𝙩 𝙪𝙣𝙩𝙪𝙠 𝙈𝙚𝙢𝙗𝙖𝙣𝙜𝙪𝙣! ,Seminar,23 Nov 2021 - 04 Des 2021,13:00 - 16:00,Zoom Meeting
4093, 📣 WEBINAR MURAL ART - ROAD TO CEO 2021 📣 ,Seminar,25  - 25 Nov 2021,19:30 - 21:00,Online
4092," ✨MATH REVOLUTION 2021✨ ""Moving Towards Society"" ",Lain-lain,14  - 29 Nov 2021,08:00 - 17:00,Online
4091, [ WEBINAR MANAJEMEN PELAYANAN KESEHATAN👨🏽‍⚕️👩🏽‍⚕️ ] ,Seminar,05  - 05 Des 2021,08:00 - 11:00,Zoom dan Youtube
4090, CREATALKS Vol. 4 ,Seminar,10  - 27 Nov 2021,14:00 - 15:30,Zoom Meeting
4087, 🌟SEMINAR NASIONAL 2021 “INDUSTRI START-UP: PENDUKUNG EKONOMI KREATIF DI ERA DIGITAL”🌟 ,Seminar,19  - 27 Nov 2021,12:50 - 15:00,Zoom
4086, [⚕️WEBINAR MEDICAL HEALTH CONCERN #1 ⚕️] ,Seminar,27  - 27 Nov 2021,08:45 - 11:45,Zoom Meeting
4085, [WEBINAR AGRARIA : REFORMA AGRARIA DALAM PRIORITAS KEBIJAKAN ATAS TANAH DI INDONESIA] ,Seminar,08  - 08 Des 2021,08:45 - 12:20,Zoom Meeting
4084, SEMINAR NASIONAL & CALL FOR PAPER BEM-FT 2021 ,Seminar,04  - 10 Des 2021,08:00 - 12:00,Auditorium Grha Tanoto Universitas Bhayangkara Jakarta Raya
4083, 📢 Economic Sport And Arts📢 ,Lain-lain,01 Nov 2021 - 20 Des 2021,08:00 - 17:00,Online
4082, [[ECONOMIC BUSINESS COMPETITION 2021]] ,Lain-lain,01 Sep 2021 - 20 Des 2021,08:00 - 15:00,Online
4079, 💥Grand Opening PPI Tiongkok Edu Expo 2021💥 ,Expo,20  - 21 Nov 2021,10:30 - 15:10,Zoom Meeting & Youtube
4078," The 33rd  Marketeers Goes to Campus “Entrepreneurial Marketing"" ",Seminar,20  - 20 Nov 2021,10:00 - 11:30,ZOOM & Youtube MarketeersTV
4077, [CHARITY TOGETHER WITH DIESNATALIS FASILKOM] ,Donasi,06  - 20 Nov 2021,07:00 - 23:00,Online
4076, 🔥LAST SALE CHARITY CONCERT & WEBINAR PSYCHOLAND 2021🔥 ,Lain-lain,16  - 26 Nov 2021,08:00 - 17:00,Online
4074, ☄️ Closing Ceremony Farmasi Cup 2021 ☄️ ,Musik,19  - 19 Nov 2021,19:00 - 21:00,Youtube
4073, SEMINAR NASIONAL ,Seminar,21  - 21 Nov 2021,08:00 - 11:00,Zoom Meeting
4072, IMAGO VI ,Lain-lain,15  - 20 Nov 2021,08:00 - 17:00,Zoom
4071, Elins Esport Competition and Expo atau EECO ,Lain-lain,10  - 28 Nov 2021,09:00 - 17:00,Online
4069, HIMAGUSEDA PROUDLY PRESENT ✨WEBINAR NASIONAL 2021✨ ,Seminar,21  - 21 Nov 2021,08:00 - 13:00,Zoom Meeting
4068, [FREE INFO SESSION] NATIONAL UNIVERSITY OF SINGAPORE  #1 in Asia #11 Global ,Lain-lain,17  - 17 Nov 2021,19:30 - 20:00,Online
4067, 💫Public Poster Competition TBM Goes To School (GTS) 2021💫 ,Lain-lain,20 Okt 2021 - 19 Nov 2021,08:00 - 16:00,Online
4066, Seminar Upgrade Your Personality ,Seminar,27  - 27 Nov 2021,12:30 - 15:00,Alana Hotel Yogyakarta
4065, ✨Webinar dan Workshop “IT CLASS 2021: Creativity Knows No Limit”✨ dengan topik “Mobile Videography for Educational Video” ,Seminar,20  - 20 Nov 2021,08:30 - 14:00,Zoom Meeting
4064, Lembaga Eksekutif Mahasiswa FMIPA UII   📍Proudly present📍     📢 Ineffable Competition of Science 2021 📢 ,Lain-lain,21 Okt 2021 - 19 Nov 2021,09:00 - 17:00,Online
4063, “How to Exercise Your Body & Mind” ,Seminar,20  - 20 Nov 2021,16:00 - 20:00,Zoom
4062, Program Persiapan Kerja dari @karier.mu! ,Lain-lain,01  - 17 Nov 2021,08:00 - 16:00,Online
4061, Berkolaborasi dengan Novia Bachmid ,Musik,20  - 20 Nov 2021,19:00 - 23:00,Youtube
4060, HIMPUNAN MAHASISWA TEKNIK INFORMATIKA (HIMTI) UNIVERSITAS BUDI LUHUR. 💥PROUDLY PRESENT!!!💥 ,Seminar,22  - 26 Nov 2021,09:00 - 15:00,Zoom
4059, ✨ Proudly Present✨ ‼️FESTIVAL BUDAYA 2021‼️ ,Lain-lain,17  - 25 Nov 2021,08:00 - 15:00,Online
4058, [ WEBINAR DAN TALKSHOW FORTEX 4.0 ] ,Seminar,20  - 20 Nov 2021,08:30 - 15:00,Zoom Meeting
4056, ✨HIMAZI UNTIRTA✨Proudly Presents📢 🦋Sultan Nutrition Fest (SNF 2021)🦋 ,Lain-lain,08 Okt 2021 - 15 Nov 2021,08:00 - 17:00,Online
4054, WORTHIEST SEMINAR IN 2021‼️✨ “𝐓𝐡𝐞 𝐂𝐨𝐧𝐪𝐮𝐞𝐫𝐞𝐫: 𝐀𝐧𝐬𝐰𝐞𝐫 𝐭𝐨 𝐒𝐮𝐫𝐯𝐢𝐯𝐚𝐥” ,Seminar,18  - 18 Nov 2021,19:00 - 21:00,Zoom
4053, 💫ASSOCIATION OF ECONOMIC EDUCATION STUDENT💫 [ASSETS 2021]🎓 ,Seminar,14  - 14 Nov 2021,08:00 - 11:00,Zoom Meeting
4052, UI Battlegrounds 2021 ,Sport,08 Nov 2021 - 12 Des 2021,08:00 - 15:00,Online
4051, The Bridge Conference 2021 - RUN For a Sustainable Future ,Seminar,13  - 13 Nov 2021,09:00 - 17:00,Zoom Meeting
4050, [ School of Business 2021 ] ,Seminar,20  - 20 Nov 2021,12:00 - 15:00,Zoom Meeting
4049, Geographic National Society Summit (GNSS) ,Seminar,30 Okt 2021 - 27 Nov 2021,09:00 - 13:00,Online
4047, [STEREO: Sound of Travel to 90's  Radio] ,Musik,13  - 13 Nov 2021,19:15 - 21:00,Youtube
4046, “Löst in Åncieñt Grėėcė” ,Musik,13  - 13 Nov 2021,09:00 - 12:00,InspiraHub
4045," ✨Webinar ""DEVELOP YOURSELF: OPTIMALISASI CV""✨ ",Seminar,18  - 18 Des 2021,09:30 - 11:00,Online
4044, “SHOW ME YOUR TONE” ,Musik,12  - 12 Nov 2021,19:00 - 21:00,Youtube
4043, 🚀 [PADJADJARAN OPEN 2021] 🚀 ,Lain-lain,27 Okt 2021 - 30 Nov 2021,08:00 - 11:00,Online
4041," WEBINAR NASIONAL 🖊️ ""How To Improve Your Skill To Be a Good Speaker."" ~ Dare to Speak, Dare to Action ~ ",Seminar,13  - 13 Nov 2021,09:00 - 11:00,Zoom Meeting
4040, Neospace Movie Parody Competition ,Lain-lain,08 Okt 2021 - 12 Nov 2021,08:00 - 11:00,Online
4039, 📣✨ INFORMATIONALL 2021 ✨📣 ,Lain-lain,01  - 28 Nov 2021,08:00 - 11:00,Online
4038, Talkshow Muda Berdaya Series #4 ,Seminar,10  - 10 Nov 2021,19:00 - 21:00,Online
4036, ✨SOIL VETERAN COMPETITION 2021✨ ,Lain-lain,20 Okt 2021 - 10 Nov 2021,08:00 - 11:00,Online
4035, Business VS The Nonconformities: Persevering Business amidst Dynamic Market Shift ,Seminar,13  - 14 Nov 2021,11:30 - 16:40,Zoom dan Youtube
4032, Influencing People through Digital Marketing in the Distruptive Technology Era ,Seminar,05  - 07 Nov 2021,12:00 - 15:30,Zoom Meeting
4031, Kursus Bahasa Inggris Online Lengkap dan Murah HEY ENGLISH SPEAKING FOR DIALY COMMUNICATION ,Lain-lain,07 Nov 2021 - 10 Des 2021,19:30 - 21:30,Online
4030, Kursus Bahasa Inggris Online Lengkap dan Murah HEY ENGLISH IELTS PREPARATION CLASS ,Lain-lain,13 Nov 2021 - 05 Des 2021,09:00 - 10:30,Online
4029, Kursus Bahasa Inggris Online Lengkap dan Murah HEY ENGLISH TOEFL ITP COMPLETE SKILLS ,Lain-lain,15 Nov 2021 - 10 Des 2021,19:30 - 21:30,Online
4027, 💫 TRAINER MUDA TICMI💫 ,Seminar,07  - 07 Nov 2021,09:00 - 11:00,Zoom
4025," National Seminar ""Invest Your Income, Ensure Your Future"" ",Seminar,20  - 20 Nov 2021,13:00 - 17:00,Online
4024," ""SUSTAINABILITY TRADE-OFF: THE LOCAL’S PERSPECTIVE"" ",Seminar,06  - 06 Nov 2021,10:00 - 14:30,Zoom Meeting
4023, [WEBINAR NASIONAL ACTIVATION 2021]✨ ,Seminar,06  - 06 Nov 2021,08:30 - 11:00,Zoom Meeting
4021, [🌱OKTAN ITB 2022🌱] ,Lain-lain,03 Okt 2021 - 06 Nov 2021,08:00 - 11:00,Online
4020, 🎪FSM MUSIC FESTIVAL 2021🎪 ,Musik,06  - 06 Nov 2021,09:00 - 12:00,Youtube FSM Music Festival
4019," ""Driving Sustainable Growth with Collaboration and Adaptability” ",Seminar,04  - 04 Nov 2021,13:00 - 15:00,Online
